sentence,label,source,clean_sentence,token_count
"Bela Lugosi was totally extraneous, intoning odd lines.  ",0,imdb,bela lugosi totally extraneous intoning odd lines,7
"The acting was decidely wooden, though no worse than a period Universal B movie.  ",0,imdb,acting decidely wooden though worse period universal b movie,9
"I like Armand Assante & my cable company's summary sounded interesting, so I watched it, twice already, and probably will again.  ",1,imdb,like armand assante cable companys summary sounded interesting watched twice already probably,12
I believe the screenwriter did a good job of tying up the loose ends.  ,1,imdb,believe screenwriter good job tying loose ends,7
My 8/10 score is mostly for the plot.  ,1,imdb,score mostly plot,3
"I won't say any more - I don't like spoilers, so I don't want to be one, but I believe this film is worth your time.  ",1,imdb,wont say dont like spoilers dont want one believe film worth time,12
"Wow, what a bad film.  ",0,imdb,wow bad film,3
"Not frightening in the least, and barely comprehensible.  ",0,imdb,frightening least barely comprehensible,4
"The plot doesn't hang together at all, and the acting is absolutely appalling.  ",0,imdb,plot doesnt hang together acting absolutely appalling,7
Not even good for camp value!  ,0,imdb,even good camp value,4
"I wasn't expecting Oscar material, but this?  ",0,imdb,wasnt expecting oscar material,4
You'd have to have the IQ of particularly stupid mollusk not to see that one coming.  ,0,imdb,youd iq particularly stupid mollusk see one coming,8
This film (and I use that word loosely) is an insult to the movie-going public.  ,0,imdb,film use word loosely insult moviegoing public,7
If only someone involved with it knew how to string together narrative!  ,0,imdb,someone involved knew string together narrative,6
"This gets a 1 out of 10, simply because there's nothing lower.  ",0,imdb,gets simply theres nothing lower,5
"This is one I did not have, but I watched it recently on Fox Movie Channel, and was very disappointed.  ",0,imdb,one watched recently fox movie channel disappointed,7
"I know he was a contract player with little control over his scripts, but the acting was as bad as the script.  ",0,imdb,know contract player little control scripts acting bad script,9
"Victor McLaglen was even bad, and Brian DonLevy was almost unrecognizable.  ",0,imdb,victor mclaglen even bad brian donlevy almost unrecognizable,8
"Considering the relations off screen between Taylor and Stanwyck, it was surprising how little chemistry there was on screen between the two of them.  ",0,imdb,considering relations screen taylor stanwyck surprising little chemistry screen two,10
But the premise of the film was so ridiculous: that the President of the U.S.  ,0,imdb,premise film ridiculous president us,5
The death row scenes were entirely unmoving.  ,0,imdb,death row scenes entirely unmoving,5
The only thing worse than Taylor's acting was Stanwyck's singing.  ,0,imdb,thing worse taylors acting stanwycks singing,6
"Whatever the producer was going for, he missed entirely.  ",0,imdb,whatever producer going missed entirely,5
I was deeply impressed with the character he played.  ,1,imdb,deeply impressed character played,4
I knew when I saw the film that more great things were to come from this gifted actor.  ,1,imdb,knew saw film great things come gifted actor,8
"A cheap and cheerless heist movie with poor characterisation, lots of underbite style stoic emoting (think Chow Yun Fat in A Better Tomorrow) and some cheesy clichés thrown into an abandoned factory ready for a few poorly executed flying judo rolls a la John Woo.  ",0,imdb,cheap cheerless heist movie poor characterisation lots underbite style stoic emoting think chow yun fat better tomorrow cheesy clichs thrown abandoned factory ready poorly executed flying judo rolls la john woo,31
Even the squibs look awful.  ,0,imdb,even squibs look awful,4
At no point in the proceedings does it look remotely like America.  ,0,imdb,point proceedings look remotely like america,6
"The plot, such as it is, is so derivative and predictable that the ending is like a mercy killing.  ",0,imdb,plot derivative predictable ending like mercy killing,7
The awful dialogue and hopeless overacting by everyone who gets shot top off a real waste of space and time.  ,0,imdb,awful dialogue hopeless overacting everyone gets shot top real waste space time,12
"I was very uneasy with how bad this movie was, but not scared at all.  ",0,imdb,uneasy bad movie scared,4
The dialogue is composed of things that make little sense.  ,0,imdb,dialogue composed things make little sense,6
"About 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo-Satanic gibberish corny enough to make a teen Goth blush, almost always in Olde English, and sometimes in Latin that may or may not be made up words.  ",0,imdb,minutes footage wasted show mediocre elderly actors awkwardly babbling overwrought pseudosatanic gibberish corny enough make teen goth blush almost always olde english sometimes latin may may made words,28
The directing is sloppy at best.  ,0,imdb,directing sloppy best,3
"Hackneyed writing, certainly, but made even worse by the bad directing.  ",0,imdb,hackneyed writing certainly made even worse bad directing,8
"Of course, the acting is blah.  ",0,imdb,course acting blah,3
The acting by the whole cast could be put on a scale and balanced perfectly between overacting and underacting.  ,0,imdb,acting whole cast could put scale balanced perfectly overacting underacting,10
"And, FINALLY, after all that, we get to an ending that would've been great had it been handled by competent people and not Jerry Falwell.  ",0,imdb,finally get ending wouldve great handled competent people jerry falwell,10
"I loved this movie it was a great portrayal of a family who had it's share of ups and down, but in the end they knew that special love they had for each other.  ",1,imdb,loved movie great portrayal family share ups end knew special love,11
"I have seen many movies starring Jaclyn Smith, but my god this was one of her best, though it came out 12 years ago.  ",1,imdb,seen many movies starring jaclyn smith god one best though came years ago,13
"This movie contained an all-star cast, and what I loved the most was that it opened my eyes to see other actors who I haven't seen before.  ",1,imdb,movie contained allstar cast loved opened eyes see actors havent seen,11
"This movie was kind of long in length, but I enjoyed every minute of it.  ",1,imdb,movie kind long length enjoyed every minute,7
Overall I rate this movie a 10 out of a 1-10 scale.  ,1,imdb,overall rate movie scale,4
"Lifetime does not air it enough, so if anyone knows what store sells it let me know because this is a must-have.  ",1,imdb,lifetime air enough anyone knows store sells let know musthave,10
"I particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning, and even less meaning.  ",0,imdb,particularly remember senses assaulted strident cords music would blare little warning even less meaning,14
It is just the sort of pap that is screened in the afternoon to punish the unemployed for not having jobs.  ,0,imdb,sort pap screened afternoon punish unemployed jobs,7
"Totally different, with loads of understatement and black comedy, this is a film few get to see, but those who do will remember it.  ",1,imdb,totally different loads understatement black comedy film get see remember,10
"This movie creates its own universe, and is fascinating in every way.  ",1,imdb,movie creates universe fascinating every way,6
But this movie really got to me.  ,1,imdb,movie really got,3
See it.  ,1,imdb,see,1
"I really hope the team behind this movie makes more movies, and that they will continue to do so in their own, some kinda weird style.  ",1,imdb,really hope team behind movie makes movies continue kinda weird style,11
"And I forgot: The Casting here i superb, with Trond Fausa Aurvåg being perfect in the role as the Bothersome Man, who doesn't understand where he is, what he is doing and why.  ",1,imdb,forgot casting superb trond fausa aurvg perfect role bothersome man doesnt understand,12
This movie is a good and humorous comment on life in 2006.  ,1,imdb,movie good humorous comment life,5
"I found this move beautiful, enjoyable, and uplifting.  ",1,imdb,found move beautiful enjoyable uplifting,5
"Initially the local sites in the film, which was filmed here in Buffalo, intrigued me.  ",1,imdb,initially local sites film filmed buffalo intrigued,7
Later I found myself lost in the power of the film.  ,1,imdb,later found lost power film,5
The entire audience applauded at the conclusion of the film.  ,1,imdb,entire audience applauded conclusion film,5
"I left the theater with a lilt in my step, joy in my heart and hope for the human race.  ",1,imdb,left theater lilt step joy heart hope human race,9
Duris has a wholesome appearance and gives a fine performance.  ,1,imdb,duris wholesome appearance gives fine performance,6
The rest of the cast also play well.  ,1,imdb,rest cast also play well,5
Cinematography noteworthy including fine views of Barcelona and its famed Gaudi towers.  ,1,imdb,cinematography noteworthy including fine views barcelona famed gaudi towers,9
About ten minutes into this film I started having second thoughts.  ,0,imdb,ten minutes film started second thoughts,6
About half way through this film I started to dislike it.  ,0,imdb,half way film started dislike,5
"By the time the film ended, I not only disliked it, I despised it.  ",0,imdb,time film ended disliked despised,5
What this film lacks is a convincing script.  ,0,imdb,film lacks convincing script,4
The script looks as if only a rough draft was written and shooting began before a finished script was completed.  ,0,imdb,script looks rough draft written shooting began finished script completed,10
"Things happen, characters personalities change, plot twists occur for no real reason other than that script calls for it.  ",0,imdb,things happen characters personalities change plot twists occur real reason script calls,12
The cast is good.  ,1,imdb,cast good,2
"For that, it's worth checking out.  ",1,imdb,worth checking,2
This is probably the most irritating show I have ever seen in my entire life.  ,0,imdb,probably irritating show ever seen entire life,7
It is indescribably the most annoying and idiotic show I have ever seen.  ,0,imdb,indescribably annoying idiotic show ever seen,6
Everything about it is just bad.  ,0,imdb,everything bad,2
"I could not understand, what kind of idiot would produce this mess in the first place not to mention several season.  ",0,imdb,could understand kind idiot would produce mess first place mention several season,12
"The script is bad, very bad  it contains both cheesiness and unethical joke that you normally see in rated R or NC-17 movie.  ",0,imdb,script bad bad contains cheesiness unethical joke normally see rated r nc movie,13
"The casting is also horrible, cause all you see is a really really BAD Actors, period.  ",0,imdb,casting also horrible cause see really really bad actors period,10
Final Word: This Show is a real torture!!  ,0,imdb,final word show real torture,5
It is zillion times away from reality.  ,0,imdb,zillion times away reality,4
Watching washing machine twirling around wouldn't hurt your eyes as much as this show.  ,0,imdb,watching washing machine twirling around wouldnt hurt eyes much show,10
Rating: 0/10 (Grade: Z) Note: The Show Is So Bad That Even Mother Of The Cast Pull Her Daughter Out Of The Show.  ,0,imdb,rating grade z note show bad even mother cast pull daughter show,12
20th Century Fox's ROAD HOUSE 1948) is not only quite a silly noir but is an implausible unmitigated bore of a movie.  ,0,imdb,th century foxs road house quite silly noir implausible unmitigated bore movie,12
"Full of unconvincing cardboard characters it is blandly written by Edward Chodorov, who also produced, and is surprisingly directed by Jean Negulesco from whom one would expect a great deal more.  ",0,imdb,full unconvincing cardboard characters blandly written edward chodorov also produced surprisingly directed jean negulesco one would expect great deal,19
From here on the Widmark character turns unintentionally comical!  ,0,imdb,widmark character turns unintentionally comical,5
His losing his marbles so early in the proceedings is totally implausible and unconvincing.  ,0,imdb,losing marbles early proceedings totally implausible unconvincing,7
And if that isn't enough of a mess of a movie for you - the picture is also marred with a constant use of studio sets and indoor exteriors.  ,0,imdb,isnt enough mess movie picture also marred constant use studio sets indoor exteriors,13
Whatever prompted such a documentary is beyond me!  ,0,imdb,whatever prompted documentary beyond,4
(very serious spoilers) this movie was a huge disappointment.  ,0,imdb,serious spoilers movie huge disappointment,5
there are so many problems i dont know where to start.  ,0,imdb,many problems dont know start,5
the cast was great.  ,1,imdb,cast great,2
"steve martin delivers a really funny performance of a middle-aged, upper class, uptight white guy.  ",1,imdb,steve martin delivers really funny performance middleaged upper class uptight white guy,12
add betty white and jean smart and you have a great cast - everyone played their parts really well.  ,1,imdb,add betty white jean smart great cast everyone played parts really well,12
but the movie makes a lot of serious mistakes.  ,0,imdb,movie makes lot serious mistakes,5
"first of all, there are enough racial stereotypes and racial jokes to offend everyone.  ",0,imdb,first enough racial stereotypes racial jokes offend everyone,8
the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs.  ,0,imdb,movie littered overt racial slurs towards black cast members return whites depicted morons boobs,14
"putting the race card aside, lets look at the major flaw in the film: they destroy latifa's character.  ",0,imdb,putting race card aside lets look major flaw film destroy latifas character,12
there is no real plot.  ,0,imdb,real plot,2
i wouldnt see this movie again for free.  ,0,imdb,wouldnt see movie free,4
STEAMBOAT WILLIE is an amazingly important film to our cinema history.  ,1,imdb,steamboat willie amazingly important film cinema history,7
This second appearance of Mickey Mouse (following the silent PLANE CRAZY earlier that year) is probably his most famous film--mostly because it was so ground-breaking.  ,1,imdb,second appearance mickey mouse following silent plane crazy earlier year probably famous filmmostly groundbreaking,14
"While you don't yet hear Mickey speak, there are tons of sound effects and music throughout the film--something we take for granted now but which was a huge crowd pleaser in 1928.  ",1,imdb,dont yet hear mickey speak tons sound effects music throughout filmsomething take granted huge crowd pleaser,16
"However, after seeing the short again after about 25 years, I was amazed at how timeless the film actually is.  ",1,imdb,however seeing short years amazed timeless film actually,8
"It's just adorable seeing Mickey playing ""Turkey in the Straw"" in a highly imaginative (if occasionally cruel) way.  ",1,imdb,adorable seeing mickey playing turkey straw highly imaginative occasionally cruel way,11
Clever and a real crowd-pleaser--this film still ranks among Mickey's best films even after 80 wonderful years.  ,1,imdb,clever real crowdpleaserthis film still ranks among mickeys best films even wonderful years,13
"The bipolarity of the ruthless thug (one minute a ruthless killer, the next minute a Luv's diaper commercial) is completely unconvincing.  ",0,imdb,bipolarity ruthless thug one minute ruthless killer next minute luvs diaper commercial completely unconvincing,14
"I'm terribly disappointed that this film would receive so many awards and accolades, especially when there are far more deserving works of film out there.  ",0,imdb,im terribly disappointed film would receive many awards accolades especially far deserving works film,14
The original Body and Soul (1947) is a masterpiece.  ,1,imdb,original body soul masterpiece,4
"John Garfield, Ann revere, Lilli Plmer, William Conrad, Canada Lee...and filmed by one of the greatest cinematographers to ever grace the screen..James Wong Howe.  ",1,imdb,john garfield ann revere lilli plmer william conrad canada leeand filmed one greatest cinematographers ever grace screenjames wong howe,19
I don't think there are any redeeming qualities in this remake.  ,0,imdb,dont think redeeming qualities remake,5
This may be the only bad film he ever made.  ,0,imdb,may bad film ever made,5
So bad...well...it's just bad.  ,0,imdb,badwellits bad,2
"This movie is a solid example of a bad plot and a very, very bad idea all the way.  ",0,imdb,movie solid example bad plot bad idea way,8
It's a shame to see good actors like Thomerson and James make a living in a mess like this.  ,0,imdb,shame see good actors like thomerson james make living mess like,11
I thought it was bad.  ,0,imdb,thought bad,2
"Both films are terrible, but to the credit of the 1986 version, it was watchable.  ",0,imdb,films terrible credit version watchable,5
"Let's start with all the problemsthe acting, especially from the lead professor, was very, very bad.  ",0,imdb,lets start problemsthe acting especially lead professor bad,8
The script is a big flawed mess.  ,0,imdb,script big flawed mess,4
The best example of how dumb the writing is when it's established that you can turn the zombie-students back into humans by removing a necklace containing a piece of the meteorite.  ,0,imdb,best example dumb writing established turn zombiestudents back humans removing necklace containing piece meteorite,14
"Director Paul Matthews, who also wrote/directed the weak 1995 monster movie ""Grim"", clearly doesn't know how to pace his films.  ",0,imdb,director paul matthews also wrotedirected weak monster movie grim clearly doesnt know pace films,14
The movie is terribly boring in places.  ,0,imdb,movie terribly boring places,4
The lighting is awful.  ,0,imdb,lighting awful,2
The film looks cheap and bland.  ,0,imdb,film looks cheap bland,4
One of the most disappointing aspects is the lack of notable gore.  ,0,imdb,one disappointing aspects lack notable gore,6
"This convention never worked well in the past, and certainly doesn't work here.  ",0,imdb,convention never worked well past certainly doesnt work,8
The visual effects were AWFUL.  ,0,imdb,visual effects awful,3
The CG opening sequence in space looked like it could have been created on Microsoft Slideshow for God's sake!  ,0,imdb,cg opening sequence space looked like could created microsoft slideshow gods sake,12
"The ""explosion"" of the Gas tanks at the end was just as awful.  ",0,imdb,explosion gas tanks end awful,5
"Okay, I like to consider myself a fair critic, so I'll give credit where credit's due--the creature effects were actually pretty cool.  ",1,imdb,okay like consider fair critic ill give credit credits duethe creature effects actually pretty cool,15
"Gotta love those close-ups of slimy, drooling teeth!  ",1,imdb,gotta love closeups slimy drooling teeth,6
"To sum the film up, ""Breeders"" is a terrible, cheaply made horror movie that should be avoided like the Ebola virus.  ",0,imdb,sum film breeders terrible cheaply made horror movie avoided like ebola virus,12
Not recommended.  ,0,imdb,recommended,1
"He is almost unbearable to watch on screen, he has little to no charisma, and terrible comedic timing.  ",0,imdb,almost unbearable watch screen little charisma terrible comedic timing,9
"Aside from it's terrible lead, this film has loads of other debits.  ",0,imdb,aside terrible lead film loads debits,6
"I understand that it's supposed to be a cheap popcorn comedy, but that doesn't mean that it has to completely insult our intelligence, and have writing so incredibly hackneyed that it borders on offensive.  ",0,imdb,understand supposed cheap popcorn comedy doesnt mean completely insult intelligence writing incredibly hackneyed borders offensive,15
"Lewis Black's considerable talent is wasted here too, as he is at his most incendiary when he is unrestrained, which the PG-13 rating certainly won't allow.  ",0,imdb,lewis blacks considerable talent wasted incendiary unrestrained pg rating certainly wont allow,12
The film's sole bright spot was Jonah Hill (who will look almost unrecognizable to fans of the recent Superbad due to the amount of weight he lost in the interim).  ,1,imdb,films sole bright spot jonah hill look almost unrecognizable fans recent superbad due amount weight lost interim,17
"With the originality and freshness of the first movie now spent, this remake had little else to offer.  ",0,imdb,originality freshness first movie spent remake little else offer,9
The budget was evidently very limited.  ,0,imdb,budget evidently limited,3
"This was reflected not only in the cast, but also in the below-par script, which borrowed much from the earlier classic.  ",0,imdb,reflected cast also belowpar script borrowed much earlier classic,9
"However, here there was no decent acting, action or location work to balance things up.  ",0,imdb,however decent acting action location work balance things,8
Filmiing was less expansive.  ,0,imdb,filmiing less expansive,3
It failed to convey the broad sweep of landscapes that were a great part of the original.  ,0,imdb,failed convey broad sweep landscapes great part original,8
Generally; it just lacked imagination.  ,0,imdb,generally lacked imagination,3
Not recommended.  ,0,imdb,recommended,1
Is it possible for a movie to get any worse than this?  ,0,imdb,possible movie get worse,4
There is no plot here to keep you going in the first place.  ,0,imdb,plot keep going first place,5
"Even when the women finally show up, there is no sign of improvement; the most expected things happen and by the time the film is over, you might be far asleep.  ",0,imdb,even women finally show sign improvement expected things happen time film might far asleep,14
"Beware: this is not a trashy cult movie, this is trash -period!  ",0,imdb,beware trashy cult movie trash period,6
I can't believe there's even a sequel to this!  ,0,imdb,cant believe theres even sequel,5
Which is precisely why I am giving it such a bad review!  ,0,imdb,precisely giving bad review,4
"Being a 90's child, I truly enjoyed this show and I can proudly say that I enjoyed it big time and even more than the classical WB cartoons.  ",1,imdb,child truly enjoyed show proudly say enjoyed big time even classical wb cartoons,13
"But ""Tiny Toons"" kept the 90's vibe and delivered one of the most popular, funny, and underrated cartoons ever created.  ",1,imdb,tiny toons kept vibe delivered one popular funny underrated cartoons ever created,12
The memories are murky but I can only say that I enjoyed every single episode and product related to the show.  ,1,imdb,memories murky say enjoyed every single episode product related show,10
"Easily, none other cartoon made me laugh in a tender way (before getting into dark sitcoms oriented for teenagers).  ",1,imdb,easily none cartoon made laugh tender way getting dark sitcoms oriented teenagers,12
The characters were all funny and had the peculiarity of not having a true lead character.  ,1,imdb,characters funny peculiarity true lead character,6
Every single character was hilarious and deserved to be called a lead.  ,1,imdb,every single character hilarious deserved called lead,7
"Every element of this story was so over the top, excessively phony and contrived that it was painful to sit through.  ",0,imdb,every element story top excessively phony contrived painful sit,9
"Her lines seem to have been WRITTEN by a fifteen year old, though they are trying oh so, so hard to sound like how a fifteen year old would really, um, you know, well... talk.  ",0,imdb,lines seem written fifteen year old though trying oh hard sound like fifteen year old would really um know well talk,21
Perabo has a nice energy level and is obviously very comfortable in front of a camera.  ,1,imdb,perabo nice energy level obviously comfortable front camera,8
There is simply no excuse for something this poorly done.  ,0,imdb,simply excuse something poorly done,5
I saw this movie and I thought this is a stupid movie.  ,0,imdb,saw movie thought stupid movie,5
What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?  ,0,imdb,even stupid thought idea volcano los angeles,7
"To be honest with you, this is unbelievable nonsense and very foolish.  ",0,imdb,honest unbelievable nonsense foolish,4
"In conclusion, I will not bother with this movie because a volcano in Los Angeles is nothing but nonsense.  ",0,imdb,conclusion bother movie volcano los angeles nothing nonsense,8
The story line is just awful!  ,0,imdb,story line awful,3
It's just painful!  ,0,imdb,painful,1
And the accents are absolutely abysmal!  ,0,imdb,accents absolutely abysmal,3
There's also enough hypocrisy in this film to make me vomit.  ,0,imdb,theres also enough hypocrisy film make vomit,7
Don't waste your time watching this rubbish non-researched film.  ,0,imdb,dont waste time watching rubbish nonresearched film,7
I believe that Pitch Black was done well.  ,1,imdb,believe pitch black done well,5
"The characters are interesting and you want to find out more about them the longer the movie goes on, and I think people will be surprised by who does and doesn't make it.  ",1,imdb,characters interesting want find longer movie goes think people surprised doesnt make,12
Go watch it!  ,1,imdb,go watch,2
Omit watching this.  ,0,imdb,omit watching,2
VERY funny!  ,1,imdb,funny,1
My rating: just 3 out of 10.  ,0,imdb,rating,1
The characters are interesting and you really care for them.  ,1,imdb,characters interesting really care,4
"An instant classic, with a great soundtrack and a catchy song during the ending credits.  ",1,imdb,instant classic great soundtrack catchy song ending credits,8
Don't miss it.  ,1,imdb,dont miss,2
"This is a masterful piece of film-making, with many themes simmering and occasionally boiling over in this warts and all study of the poet's bohemian, self-indulgent wartime years that span the aerial bombardments of London and the outward tranquillity of a Welsh coastal retreat - the borderlines between friendship, lust and love, dedication to art and experience versus practical concerns, jealousy, rivalry, cowardice and egotism versus heroism and self-sacrifice and more.  ",1,imdb,masterful piece filmmaking many themes simmering occasionally boiling warts study poets bohemian selfindulgent wartime years span aerial bombardments london outward tranquillity welsh coastal retreat borderlines friendship lust love dedication art experience versus practical concerns jealousy rivalry cowardice egotism versus heroism selfsacrifice,41
"A mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that Keira Knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).  ",1,imdb,mature subtle script suggests occasionally brings dramatic focus underlying tensions well served perfect performances apart odd inappropriate smiling keira knightley prone though perhaps direction time characters often mention,28
"But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.  ",1,imdb,exquisite visual composition moment inventive elegant use closeup camera angle lighting including pointillistic faux home movie footage wonder joy behold,20
"It's as continuously beautiful to look at as a Bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master's work.  ",1,imdb,continuously beautiful look bertolucci relationships convincing narrative engaging masters work,10
The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.  ,0,imdb,basic premise wasted since sidelined inexplicable focus documentary crew,9
"Regardless, the film fails on most levels.  ",0,imdb,regardless film fails levels,4
Avoid at all costs.  ,0,imdb,avoid costs,2
"I saw this film over Christmas, and what a great film it was!  ",1,imdb,saw film christmas great film,5
I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!  ,1,imdb,thought errol flynn brilliant custer since become favourite actor,9
His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!  ,1,imdb,acting alongside olivia de havilland brilliant ending fantastic,8
"I had always known that Errol Flynn was a brilliant actor as he was my dads favourite actor, and I grew up watching his films as a child.  ",1,imdb,always known errol flynn brilliant actor dads favourite actor grew watching films child,13
But it wasn't until I watched this film that I realised how great he actually was.  ,1,imdb,wasnt watched film realised great actually,6
I'll give this film 10 out of 10!  ,1,imdb,ill give film,3
"I know that Jim O'Connor was very energetic and that nobody could be as much as him, but George was well dull.  ",0,imdb,know jim oconnor energetic nobody could much george well dull,10
"He really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.  ",0,imdb,really didnt seem want hosting voiceovers monotonous didnt get involved guests,11
"Lovely little thriller from Hitchcock, with lots of nice shenanigans surrounding a murdered spy, a kidnapped child, a nasty church, a foreign plot and some random taxidermists.  ",1,imdb,lovely little thriller hitchcock lots nice shenanigans surrounding murdered spy kidnapped child nasty church foreign plot random taxidermists,18
"Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock's black and white, low-budget original.  ",1,imdb,jimmy stewart ever great hero hitchcock story rips along cool climax embassy function lacks brooding menace hitchcocks black white lowbudget original,21
Nevertheless yet another wonderful film from the great master's stable.  ,1,imdb,nevertheless yet another wonderful film great masters stable,8
I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!  ,1,imdb,say film excellently produced tops ratings typical sci fi film,10
Excellently produced by one of Sci-fi's best producers Scot Vandiver !  ,1,imdb,excellently produced one scifis best producers scot vandiver,8
"But it is entertaining, nonetheless.  ",1,imdb,entertaining nonetheless,2
It's a campy sort of film that's a joy to watch.  ,1,imdb,campy sort film thats joy watch,6
There's barely a boring moment in the film and there are plenty of humorous parts.  ,1,imdb,theres barely boring moment film plenty humorous parts,8
The cast is always entertaining as usual.  ,1,imdb,cast always entertaining usual,4
"Overall, a delight!  ",1,imdb,overall delight,2
"This movie is so mind-bendingly awful, it couldn't have even been created.  ",0,imdb,movie mindbendingly awful couldnt even created,6
The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.  ,0,imdb,film lacks real scares tension medical terminology used throughout bit iffy say least say insulin dependant diabetic,17
The least said about the acting the better.  ,0,imdb,least said acting better,4
This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.  ,1,imdb,movie excellent job revealing complexity task incredible challenges facing south africa,11
I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.  ,1,imdb,believe every one see movie think people outside south africa understand past attempted truth reconciliation process,16
Nothing short of magnificent photography/cinematography in this film.  ,1,imdb,nothing short magnificent photographycinematography film,5
"The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.  ",1,imdb,acting fantastic stories seamlessly woven together dogs splendid must rent view see,12
Don't be afraid of subtitles........ its worth a little aversion therapy 10/10  ,1,imdb,dont afraid subtitles worth little aversion therapy,7
Excellent performance.  ,1,imdb,excellent performance,2
There still are good actors around!  ,1,imdb,still good actors around,4
Also great directing and photography.  ,1,imdb,also great directing photography,4
"Very true to Shakespear, and a 'must' for all Shakespear fans.  ",1,imdb,true shakespear must shakespear fans,5
"Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.  ",1,imdb,macbeth jason connery moved tears final monolog brief candle outhe gave sphere moral decay dark forces human face makes interesting,20
"Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.  ",1,imdb,helen baxendale credible lady macbeth cheerfull times sometimes looks like naughty girl deadly taste blood evil,16
"If you love death and decay, and Shakespears lyrics... this is the one.  ",1,imdb,love death decay shakespears lyrics one,6
"This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA's finest and thoroughly deserving of its Academy Award.  ",1,imdb,witty delightful adaptation dr seuss book brilliantly animated upas finest thoroughly deserving academy award,14
"Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.  ",1,imdb,special mention made superb music score sound effects integral element helping make memorable enjoyable cartoon,15
"However Paul Schrader has indeed made a film ""about"" Mishima that is both superb & complex.  ",1,imdb,however paul schrader indeed made film mishima superb complex,9
Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.  ,1,imdb,also notable john baileys fine crisp beautifully colored cinematography great production design costumes eiko ishioka went memorable costumes coppolas dracula received well deserved oscar,24
"Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.  ",0,imdb,even allowing poor production values time format kind miniseries baaaaaad,10
"Unless you're just out to visually ""collect"" all extant films of Austen's work, you can skip this one.  ",0,imdb,unless youre visually collect extant films austens work skip one,10
"If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.  ",1,imdb,watch however small consolations actresses playing annes sisters wonderful job roles,11
It is not good.  ,0,imdb,good,1
"Speaking of the music, it is unbearably predictably and kitchy.  ",0,imdb,speaking music unbearably predictably kitchy,5
Then the film just dropped the ball.  ,0,imdb,film dropped ball,3
This is a stunning movie.  ,1,imdb,stunning movie,2
Raw and sublimely moving.  ,1,imdb,raw sublimely moving,3
"It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.  ",1,imdb,felt like gripping intelligent stage play without overly theatrical feeling one actually gets watching people stage plays everyones terror white lie escalating monstrous consequences,24
All of the main players are mesmerising.  ,1,imdb,main players mesmerising,3
Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.  ,1,imdb,tom wilkinson broke heart end everyone elses judging amount fumbling hankies hands going faces among males females alike,18
Julian Fellowes has triumphed again.  ,1,imdb,julian fellowes triumphed,3
He's a national treasure.  ,1,imdb,hes national treasure,3
GO AND SEE IT!  ,1,imdb,go see,2
This is an excellent film.  ,1,imdb,excellent film,2
The aerial scenes were well-done.  ,1,imdb,aerial scenes welldone,3
It was also the right balance of war and love.  ,1,imdb,also right balance war love,5
"The film gives meaning to the phrase, ""Never in the history of human conflict has so much been owed by so many to so few.  ",1,imdb,film gives meaning phrase never history human conflict much owed many,11
Kris Kristoffersen is good in this movie and really makes a difference.  ,1,imdb,kris kristoffersen good movie really makes difference,7
